crewtype,region,gacc_pl,national_pl,drawndown,mobile,staffing
Crew 1,ONCC,3,5,13,0,13
Crew 1,ONCC,4,1,13,0,13
Crew 1,ONCC,4,2,13,0,13
Crew 1,ONCC,4,3,13,0,13
Crew 1,ONCC,4,4,10,3,13
Crew 1,ONCC,4,5,13,0,13
Crew 1,ONCC,5,1,13,0,13
Crew 1,ONCC,5,2,13,0,13
Crew 1,ONCC,5,3,13,0,13
Crew 1,ONCC,5,4,13,0,13
Crew 1,ONCC,5,5,11,2,13
Crew 1,OSCC,1,1,18,1,19
Crew 1,OSCC,1,2,19,0,19
Crew 1,OSCC,1,3,19,0,19
Crew 1,OSCC,1,4,19,0,19
Crew 1,OSCC,1,5,19,0,19
Crew 1,OSCC,2,1,19,0,19
Crew 1,OSCC,2,2,13,6,19
Crew 1,OSCC,2,3,13,6,19
Crew 1,OSCC,2,4,19,0,19
Crew 1,OSCC,2,5,19,0,19
Crew 1,OSCC,3,1,19,0,19
Crew 1,OSCC,3,2,19,0,19
Crew 1,OSCC,3,3,13,6,19
Crew 1,OSCC,3,4,13,6,19
Crew 1,OSCC,3,5,2,17,19
Crew 1,OSCC,4,1,19,0,19
Crew 1,OSCC,4,2,19,0,19
Crew 1,OSCC,4,3,19,0,19
Crew 1,OSCC,4,4,16,3,19
Crew 1,OSCC,4,5,11,8,19
Crew 1,OSCC,5,1,19,0,19
Crew 1,OSCC,5,2,19,0,19
Crew 1,OSCC,5,3,19,0,19
Crew 1,OSCC,5,4,19,0,19
Crew 1,OSCC,5,5,19,0,19
Crew 1,NRCC,1,1,6,0,6
Crew 1,NRCC,1,2,3,3,6
Crew 1,NRCC,1,3,5,1,6
Crew 1,NRCC,1,4,6,0,6
Crew 1,NRCC,1,5,6,0,6
Crew 1,NRCC,2,1,6,0,6
Crew 1,NRCC,2,2,6,0,6
Crew 1,NRCC,2,3,4,2,6
Crew 1,NRCC,2,4,2,4,6
Crew 1,NRCC,2,5,0,6,6
Crew 1,NRCC,3,1,6,0,6
Crew 1,NRCC,3,2,6,0,6
Crew 1,NRCC,3,3,6,0,6
Crew 1,NRCC,3,4,5,1,6
Crew 1,NRCC,3,5,0,6,6
Crew 1,NRCC,4,1,6,0,6
Crew 1,NRCC,4,2,6,0,6
Crew 1,NRCC,4,3,6,0,6
Crew 1,NRCC,4,4,4,2,6
Crew 1,NRCC,4,5,4,2,6
Crew 1,NRCC,5,1,6,0,6
Crew 1,NRCC,5,2,6,0,6
Crew 1,NRCC,5,3,6,0,6
Crew 1,NRCC,5,4,4,2,6
Crew 1,NRCC,5,5,4,2,6
Crew 1,GBCC,1,1,6,0,6
Crew 1,GBCC,1,2,4,2,6
Crew 1,GBCC,1,3,3,3,6
Crew 1,GBCC,1,4,6,0,6
Crew 1,GBCC,1,5,6,0,6
Crew 1,GBCC,2,1,6,0,6
Crew 1,GBCC,2,2,5,1,6
Crew 1,GBCC,2,3,4,2,6
Crew 1,GBCC,2,4,4,2,6
Crew 1,GBCC,2,5,0,6,6
Crew 1,GBCC,3,1,6,0,6
Crew 1,GBCC,3,2,6,0,6
Crew 1,GBCC,3,3,6,0,6
Crew 1,GBCC,3,4,6,0,6
Crew 1,GBCC,3,5,1,5,6
Crew 1,GBCC,4,1,6,0,6
Crew 1,GBCC,4,2,6,0,6
Crew 1,GBCC,4,3,6,0,6
Crew 1,GBCC,4,4,6,0,6
Crew 1,GBCC,4,5,6,0,6
Crew 1,GBCC,5,1,6,0,6
Crew 1,GBCC,5,2,6,0,6
Crew 1,GBCC,5,3,6,0,6
Crew 1,GBCC,5,4,6,0,6
Crew 1,GBCC,5,5,6,0,6
Crew 1,SWCC,1,1,15,0,15
Crew 1,SWCC,1,2,15,0,15
Crew 1,SWCC,1,3,15,0,15
Crew 1,SWCC,1,4,15,0,15
Crew 1,SWCC,1,5,15,0,15
Crew 1,SWCC,2,1,15,0,15
Crew 1,SWCC,2,2,14,1,15
Crew 1,SWCC,2,3,15,0,15
Crew 1,SWCC,2,4,15,0,15
Crew 1,SWCC,2,5,2,13,15
Crew 1,SWCC,3,1,15,0,15
Crew 1,SWCC,3,2,13,2,15
Crew 1,SWCC,3,3,15,0,15
Crew 1,SWCC,3,4,15,0,15
Crew 1,SWCC,3,5,15,0,15
Crew 1,SWCC,4,1,15,0,15
Crew 1,SWCC,4,2,15,0,15
Crew 1,SWCC,4,3,15,0,15
Crew 1,SWCC,4,4,15,0,15
Crew 1,SWCC,4,5,15,0,15
Crew 1,SWCC,5,1,15,0,15
Crew 1,SWCC,5,2,15,0,15
Crew 1,SWCC,5,3,15,0,15
Crew 1,SWCC,5,4,15,0,15
Crew 1,SWCC,5,5,15,0,15
Crew 1,RMCC,1,1,5,0,5
Crew 1,RMCC,1,2,2,3,5
Crew 1,RMCC,1,3,5,0,5
Crew 1,RMCC,1,4,5,0,5
Crew 1,RMCC,1,5,5,0,5
Crew 1,RMCC,2,1,5,0,5
Crew 1,RMCC,2,2,5,0,5
Crew 1,RMCC,2,3,3,2,5
Crew 1,RMCC,2,4,0,5,5
Crew 1,RMCC,2,5,0,5,5
Crew 1,RMCC,3,1,5,0,5
Crew 1,RMCC,3,2,5,0,5
Crew 1,RMCC,3,3,5,0,5
Crew 1,RMCC,3,4,5,0,5
Crew 1,RMCC,3,5,3,2,5
Crew 1,RMCC,4,1,5,0,5
Crew 1,RMCC,4,2,5,0,5
Crew 1,RMCC,4,3,5,0,5
Crew 1,RMCC,4,4,5,0,5
Crew 1,RMCC,4,5,5,0,5
Crew 1,RMCC,5,1,5,0,5
Crew 1,RMCC,5,2,5,0,5
Crew 1,RMCC,5,3,5,0,5
Crew 1,RMCC,5,4,5,0,5
Crew 1,RMCC,5,5,5,0,5
Crew 1,EACC,1,1,1,0,1
Crew 1,EACC,1,2,1,0,1
Crew 1,EACC,1,3,1,0,1
Crew 1,EACC,1,4,1,0,1
Crew 1,EACC,1,5,1,0,1
Crew 1,EACC,2,1,1,0,1
Crew 1,EACC,2,2,1,0,1
Crew 1,EACC,2,3,1,0,1
Crew 1,EACC,2,4,1,0,1
Crew 1,EACC,2,5,1,0,1
Crew 1,EACC,3,1,1,0,1
Crew 1,EACC,3,2,1,0,1
Crew 1,EACC,3,3,1,0,1
Crew 1,EACC,3,4,1,0,1
Crew 1,EACC,3,5,1,0,1
Crew 1,EACC,4,1,1,0,1
Crew 1,EACC,4,2,1,0,1
Crew 1,EACC,4,3,1,0,1
Crew 1,EACC,4,4,1,0,1
Crew 1,EACC,4,5,1,0,1
Crew 1,EACC,5,1,1,0,1
Crew 1,EACC,5,2,1,0,1
Crew 1,EACC,5,3,1,0,1
Crew 1,EACC,5,4,1,0,1
Crew 1,EACC,5,5,1,0,1
Crew 1,SACC,1,1,1,0,1
Crew 1,SACC,1,2,1,0,1
Crew 1,SACC,1,3,1,0,1
Crew 1,SACC,1,4,0,1,1
Crew 1,SACC,1,5,0,1,1
Crew 1,SACC,2,1,1,0,1
Crew 1,SACC,2,2,1,0,1
Crew 1,SACC,2,3,1,0,1
Crew 1,SACC,2,4,1,0,1
Crew 1,SACC,2,5,0,1,1
Crew 1,SACC,3,1,1,0,1
Crew 1,SACC,3,2,1,0,1
Crew 1,SACC,3,3,1,0,1
Crew 1,SACC,3,4,1,0,1
Crew 1,SACC,3,5,1,0,1
Crew 1,SACC,4,1,1,0,1
Crew 1,SACC,4,2,1,0,1
Crew 1,SACC,4,3,1,0,1
Crew 1,SACC,4,4,1,0,1
Crew 1,SACC,4,5,1,0,1
Crew 1,SACC,5,1,1,0,1
Crew 1,SACC,5,2,1,0,1
Crew 1,SACC,5,3,1,0,1
Crew 1,SACC,5,4,1,0,1
Crew 1,SACC,5,5,1,0,1
Crew 2IA,AICC,1,1,1,0,1
Crew 2IA,AICC,1,2,1,0,1
Crew 2IA,AICC,1,3,1,0,1
Crew 2IA,AICC,1,4,1,0,1
Crew 2IA,AICC,1,5,0,1,1
Crew 2IA,AICC,2,1,1,0,1
Crew 2IA,AICC,2,2,1,0,1
Crew 2IA,AICC,2,3,1,0,1
Crew 2IA,AICC,2,4,1,0,1
Crew 2IA,AICC,2,5,0,1,1
Crew 2IA,AICC,3,1,1,0,1
Crew 2IA,AICC,3,2,1,0,1
Crew 2IA,AICC,3,3,1,0,1
Crew 2IA,AICC,3,4,1,0,1
Crew 2IA,AICC,3,5,1,0,1
Crew 2IA,AICC,4,1,1,0,1
Crew 2IA,AICC,4,2,1,0,1
Crew 2IA,AICC,4,3,1,0,1
Crew 2IA,AICC,4,4,1,0,1
Crew 2IA,AICC,4,5,1,0,1
Crew 2IA,AICC,5,1,1,0,1
Crew 2IA,AICC,5,2,1,0,1
Crew 2IA,AICC,5,3,1,0,1
Crew 2IA,AICC,5,4,1,0,1
Crew 2IA,AICC,5,5,1,0,1
Crew 2IA,NWCC,1,1,15,0,15
Crew 2IA,NWCC,1,2,15,0,15
Crew 2IA,NWCC,1,3,13,2,15
Crew 2IA,NWCC,1,4,15,0,15
Crew 2IA,NWCC,1,5,15,0,15
Crew 2IA,NWCC,2,1,15,0,15
Crew 2IA,NWCC,2,2,14,1,15
Crew 2IA,NWCC,2,3,11,4,15
Crew 2IA,NWCC,2,4,15,0,15
Crew 2IA,NWCC,2,5,15,0,15
Crew 2IA,NWCC,3,1,15,0,15
Crew 2IA,NWCC,3,2,15,0,15
Crew 2IA,NWCC,3,3,14,1,15
Crew 2IA,NWCC,3,4,12,3,15
Crew 2IA,NWCC,3,5,15,0,15
Crew 2IA,NWCC,4,1,15,0,15
Crew 2IA,NWCC,4,2,15,0,15
Crew 2IA,NWCC,4,3,15,0,15
Crew 2IA,NWCC,4,4,15,0,15
Crew 2IA,NWCC,4,5,15,0,15
Crew 2IA,NWCC,5,1,15,0,15
Crew 2IA,NWCC,5,2,15,0,15
Crew 2IA,NWCC,5,3,15,0,15
Crew 2IA,NWCC,5,4,15,0,15
Crew 2IA,NWCC,5,5,15,0,15
Crew 2IA,ONCC,1,1,7,0,7
Crew 2IA,ONCC,1,2,7,0,7
Crew 2IA,ONCC,1,3,7,0,7
Crew 2IA,ONCC,1,4,7,0,7
Crew 2IA,ONCC,1,5,7,0,7
Crew 2IA,ONCC,2,1,7,0,7
Crew 2IA,ONCC,2,2,7,0,7
Crew 2IA,ONCC,2,3,6,1,7
Crew 2IA,ONCC,2,4,7,0,7
Crew 2IA,ONCC,2,5,7,0,7
Crew 2IA,ONCC,3,1,7,0,7
Crew 2IA,ONCC,3,2,7,0,7
Crew 2IA,ONCC,3,3,7,0,7
Crew 2IA,ONCC,3,4,5,2,7
Crew 2IA,ONCC,3,5,6,1,7
Crew 2IA,ONCC,4,1,7,0,7
Crew 2IA,ONCC,4,2,7,0,7
Crew 2IA,ONCC,4,3,7,0,7
Crew 2IA,ONCC,4,4,6,1,7
Crew 2IA,ONCC,4,5,5,2,7
Crew 2IA,ONCC,5,1,7,0,7
Crew 2IA,ONCC,5,2,7,0,7
Crew 2IA,ONCC,5,3,7,0,7
Crew 2IA,ONCC,5,4,7,0,7
Crew 2IA,ONCC,5,5,6,1,7
Crew 2IA,OSCC,1,1,11,0,11
Crew 2IA,OSCC,1,2,9,2,11
Crew 2IA,OSCC,1,3,11,0,11
Crew 2IA,OSCC,1,4,11,0,11
Crew 2IA,OSCC,1,5,11,0,11
Crew 2IA,OSCC,2,1,11,0,11
Crew 2IA,OSCC,2,2,8,3,11
Crew 2IA,OSCC,2,3,9,2,11
Crew 2IA,OSCC,2,4,11,0,11
Crew 2IA,OSCC,2,5,11,0,11
Crew 2IA,OSCC,3,1,11,0,11
Crew 2IA,OSCC,3,2,11,0,11
Crew 2IA,OSCC,3,3,9,2,11
Crew 2IA,OSCC,3,4,9,2,11
Crew 2IA,OSCC,3,5,5,6,11
Crew 2IA,OSCC,4,1,11,0,11
Crew 2IA,OSCC,4,2,11,0,11
Crew 2IA,OSCC,4,3,11,0,11
Crew 2IA,OSCC,4,4,10,1,11
Crew 2IA,OSCC,4,5,8,3,11
Crew 2IA,OSCC,5,1,11,0,11
Crew 2IA,OSCC,5,2,11,0,11
Crew 2IA,OSCC,5,3,11,0,11
Crew 2IA,OSCC,5,4,11,0,11
Crew 2IA,OSCC,5,5,11,0,11
Crew 2IA,NRCC,1,1,7,0,7
Crew 2IA,NRCC,1,2,6,1,7
Crew 2IA,NRCC,1,3,6,1,7
Crew 2IA,NRCC,1,4,7,0,7
Crew 2IA,NRCC,1,5,7,0,7
Crew 2IA,NRCC,2,1,7,0,7
Crew 2IA,NRCC,2,2,7,0,7
Crew 2IA,NRCC,2,3,5,2,7
Crew 2IA,NRCC,2,4,7,0,7
Crew 2IA,NRCC,2,5,7,0,7
Crew 2IA,NRCC,3,1,7,0,7
Crew 2IA,NRCC,3,2,7,0,7
Crew 2IA,NRCC,3,3,7,0,7
Crew 2IA,NRCC,3,4,7,0,7
Crew 2IA,NRCC,3,5,7,0,7
Crew 2IA,NRCC,4,1,7,0,7
Crew 2IA,NRCC,4,2,7,0,7
Crew 2IA,NRCC,4,3,7,0,7
Crew 2IA,NRCC,4,4,7,0,7
Crew 2IA,NRCC,4,5,7,0,7
Crew 2IA,NRCC,5,1,7,0,7
Crew 2IA,NRCC,5,2,7,0,7
Crew 2IA,NRCC,5,3,7,0,7
Crew 2IA,NRCC,5,4,7,0,7
Crew 2IA,NRCC,5,5,7,0,7
Crew 2IA,GBCC,1,1,9,0,9
Crew 2IA,GBCC,1,2,9,0,9
Crew 2IA,GBCC,1,3,9,0,9
Crew 2IA,GBCC,1,4,9,0,9
Crew 2IA,GBCC,1,5,9,0,9
Crew 2IA,GBCC,2,1,9,0,9
Crew 2IA,GBCC,2,2,9,0,9
Crew 2IA,GBCC,2,3,9,0,9
Crew 2IA,GBCC,2,4,8,1,9
Crew 2IA,GBCC,2,5,4,5,9
Crew 2IA,GBCC,3,1,9,0,9
Crew 2IA,GBCC,3,2,9,0,9
Crew 2IA,GBCC,3,3,9,0,9
Crew 2IA,GBCC,3,4,6,3,9
Crew 2IA,GBCC,3,5,8,1,9
Crew 2IA,GBCC,4,1,9,0,9
Crew 2IA,GBCC,4,2,9,0,9
Crew 2IA,GBCC,4,3,9,0,9
Crew 2IA,GBCC,4,4,9,0,9
Crew 2IA,GBCC,4,5,9,0,9
Crew 2IA,GBCC,5,1,9,0,9
Crew 2IA,GBCC,5,2,9,0,9
Crew 2IA,GBCC,5,3,9,0,9
Crew 2IA,GBCC,5,4,9,0,9
Crew 2IA,GBCC,5,5,9,0,9
Crew 2IA,SWCC,1,1,4,0,4
Crew 2IA,SWCC,1,2,4,0,4
Crew 2IA,SWCC,1,3,4,0,4
Crew 2IA,SWCC,1,4,4,0,4
Crew 2IA,SWCC,1,5,4,0,4
Crew 2IA,SWCC,2,1,4,0,4
Crew 2IA,SWCC,2,2,4,0,4
Crew 2IA,SWCC,2,3,4,0,4
Crew 2IA,SWCC,2,4,4,0,4
Crew 2IA,SWCC,2,5,1,3,4
Crew 2IA,SWCC,3,1,4,0,4
Crew 2IA,SWCC,3,2,4,0,4
Crew 2IA,SWCC,3,3,4,0,4
Crew 2IA,SWCC,3,4,4,0,4
Crew 2IA,SWCC,3,5,4,0,4
Crew 2IA,SWCC,4,1,4,0,4
Crew 2IA,SWCC,4,2,4,0,4
Crew 2IA,SWCC,4,3,4,0,4
Crew 2IA,SWCC,4,4,4,0,4
Crew 2IA,SWCC,4,5,4,0,4
Crew 2IA,SWCC,5,1,4,0,4
Crew 2IA,SWCC,5,2,4,0,4
Crew 2IA,SWCC,5,3,4,0,4
Crew 2IA,SWCC,5,4,4,0,4
Crew 2IA,SWCC,5,5,4,0,4
Crew 2IA,RMCC,1,1,6,0,6
Crew 2IA,RMCC,1,2,6,0,6
Crew 2IA,RMCC,1,3,6,0,6
Crew 2IA,RMCC,1,4,6,0,6
Crew 2IA,RMCC,1,5,6,0,6
Crew 2IA,RMCC,2,1,6,0,6
Crew 2IA,RMCC,2,2,6,0,6
Crew 2IA,RMCC,2,3,6,0,6
Crew 2IA,RMCC,2,4,5,1,6
Crew 2IA,RMCC,2,5,3,3,6
Crew 2IA,RMCC,3,1,6,0,6
Crew 2IA,RMCC,3,2,6,0,6
Crew 2IA,RMCC,3,3,6,0,6
Crew 2IA,RMCC,3,4,6,0,6
Crew 2IA,RMCC,3,5,5,1,6
Crew 2IA,RMCC,4,1,6,0,6
Crew 2IA,RMCC,4,2,6,0,6
Crew 2IA,RMCC,4,3,6,0,6
Crew 2IA,RMCC,4,4,6,0,6
Crew 2IA,RMCC,4,5,6,0,6
Crew 2IA,RMCC,5,1,6,0,6
Crew 2IA,RMCC,5,2,6,0,6
Crew 2IA,RMCC,5,3,6,0,6
Crew 2IA,RMCC,5,4,6,0,6
Crew 2IA,RMCC,5,5,6,0,6
Crew 2IA,EACC,1,1,4,0,4
Crew 2IA,EACC,1,2,4,0,4
Crew 2IA,EACC,1,3,4,0,4
Crew 2IA,EACC,1,4,4,0,4
Crew 2IA,EACC,1,5,4,0,4
Crew 2IA,EACC,2,1,4,0,4
Crew 2IA,EACC,2,2,4,0,4
Crew 2IA,EACC,2,3,4,0,4
Crew 2IA,EACC,2,4,4,0,4
Crew 2IA,EACC,2,5,4,0,4
Crew 2IA,EACC,3,1,4,0,4
Crew 2IA,EACC,3,2,4,0,4
Crew 2IA,EACC,3,3,4,0,4
Crew 2IA,EACC,3,4,4,0,4
Crew 2IA,EACC,3,5,2,2,4
Crew 2IA,EACC,4,1,4,0,4
Crew 2IA,EACC,4,2,4,0,4
Crew 2IA,EACC,4,3,4,0,4
Crew 2IA,EACC,4,4,4,0,4
Crew 2IA,EACC,4,5,2,2,4
Crew 2IA,EACC,5,1,4,0,4
Crew 2IA,EACC,5,2,4,0,4
Crew 2IA,EACC,5,3,4,0,4
Crew 2IA,EACC,5,4,4,0,4
Crew 2IA,EACC,5,5,4,0,4
Crew 2IA,SACC,1,1,2,0,2
Crew 2IA,SACC,1,2,2,0,2
Crew 2IA,SACC,1,3,2,0,2
Crew 2IA,SACC,1,4,0,2,2
Crew 2IA,SACC,1,5,1,1,2
Crew 2IA,SACC,2,1,2,0,2
Crew 2IA,SACC,2,2,2,0,2
Crew 2IA,SACC,2,3,2,0,2
Crew 2IA,SACC,2,4,2,0,2
Crew 2IA,SACC,2,5,2,0,2
Crew 2IA,SACC,3,1,2,0,2
Crew 2IA,SACC,3,2,2,0,2
Crew 2IA,SACC,3,3,2,0,2
Crew 2IA,SACC,3,4,2,0,2
Crew 2IA,SACC,3,5,2,0,2
Crew 2IA,SACC,4,1,2,0,2
Crew 2IA,SACC,4,2,2,0,2
Crew 2IA,SACC,4,3,2,0,2
Crew 2IA,SACC,4,4,2,0,2
Crew 2IA,SACC,4,5,2,0,2
Crew 2IA,SACC,5,1,2,0,2
Crew 2IA,SACC,5,2,2,0,2
Crew 2IA,SACC,5,3,2,0,2
Crew 2IA,SACC,5,4,2,0,2
Crew 2IA,SACC,5,5,2,0,2
Crew 2,AICC,1,1,0,0,0
Crew 2,AICC,1,2,0,0,0
Crew 2,AICC,1,3,0,0,0
Crew 2,AICC,1,4,0,0,0
Crew 2,AICC,1,5,0,0,0
Crew 2,AICC,2,1,0,0,0
Crew 2,AICC,2,2,0,0,0
Crew 2,AICC,2,3,0,0,0
Crew 2,AICC,2,4,0,0,0
Crew 2,AICC,2,5,0,0,0
Crew 2,AICC,3,1,0,0,0
Crew 2,AICC,3,2,0,0,0
Crew 2,AICC,3,3,0,0,0
Crew 2,AICC,3,4,0,0,0
Crew 2,AICC,3,5,0,0,0
Crew 2,AICC,4,1,0,0,0
Crew 2,AICC,4,2,0,0,0
Crew 2,AICC,4,3,0,0,0
Crew 2,AICC,4,4,0,0,0
Crew 2,AICC,4,5,0,0,0
Crew 2,AICC,5,1,0,0,0
Crew 2,AICC,5,2,0,0,0
Crew 2,AICC,5,3,0,0,0
Crew 2,AICC,5,4,0,0,0
Crew 2,AICC,5,5,0,0,0
Crew 2,NWCC,1,1,2,0,2
Crew 2,NWCC,1,2,2,0,2
Crew 2,NWCC,1,3,2,0,2
Crew 2,NWCC,1,4,2,0,2
Crew 2,NWCC,1,5,2,0,2
Crew 2,NWCC,2,1,2,0,2
Crew 2,NWCC,2,2,2,0,2
Crew 2,NWCC,2,3,2,0,2
Crew 2,NWCC,2,4,2,0,2
Crew 2,NWCC,2,5,2,0,2
Crew 2,NWCC,3,1,2,0,2
Crew 2,NWCC,3,2,2,0,2
Crew 2,NWCC,3,3,2,0,2
Crew 2,NWCC,3,4,2,0,2
Crew 2,NWCC,3,5,2,0,2
Crew 2,NWCC,4,1,2,0,2
Crew 2,NWCC,4,2,2,0,2
Crew 2,NWCC,4,3,2,0,2
Crew 2,NWCC,4,4,2,0,2
Crew 2,NWCC,4,5,2,0,2
Crew 2,NWCC,5,1,2,0,2
Crew 2,NWCC,5,2,2,0,2
Crew 2,NWCC,5,3,2,0,2
Crew 2,NWCC,5,4,2,0,2
Crew 2,NWCC,5,5,2,0,2
Crew 2,ONCC,1,1,3,0,3
Crew 2,ONCC,1,2,3,0,3
Crew 2,ONCC,1,3,3,0,3
Crew 2,ONCC,1,4,3,0,3
Crew 2,ONCC,1,5,3,0,3
Crew 2,ONCC,2,1,3,0,3
Crew 2,ONCC,2,2,3,0,3
Crew 2,ONCC,2,3,3,0,3
Crew 2,ONCC,2,4,3,0,3
Crew 2,ONCC,2,5,3,0,3
Crew 2,ONCC,3,1,3,0,3
Crew 2,ONCC,3,2,3,0,3
Crew 2,ONCC,3,3,3,0,3
Crew 2,ONCC,3,4,3,0,3
Crew 2,ONCC,3,5,3,0,3
Crew 2,ONCC,4,1,3,0,3
Crew 2,ONCC,4,2,3,0,3
Crew 2,ONCC,4,3,3,0,3
Crew 2,ONCC,4,4,3,0,3
Crew 2,ONCC,4,5,3,0,3
Crew 2,ONCC,5,1,3,0,3
Crew 2,ONCC,5,2,3,0,3
Crew 2,ONCC,5,3,3,0,3
Crew 2,ONCC,5,4,3,0,3
Crew 2,ONCC,5,5,3,0,3
Crew 2,OSCC,1,1,10,0,10
Crew 2,OSCC,1,2,10,0,10
Crew 2,OSCC,1,3,10,0,10
Crew 2,OSCC,1,4,10,0,10
Crew 2,OSCC,1,5,10,0,10
Crew 2,OSCC,2,1,10,0,10
Crew 2,OSCC,2,2,10,0,10
Crew 2,OSCC,2,3,10,0,10
Crew 2,OSCC,2,4,10,0,10
Crew 2,OSCC,2,5,10,0,10
Crew 2,OSCC,3,1,10,0,10
Crew 2,OSCC,3,2,10,0,10
Crew 2,OSCC,3,3,10,0,10
Crew 2,OSCC,3,4,10,0,10
Crew 2,OSCC,3,5,8,2,10
Crew 2,OSCC,4,1,10,0,10
Crew 2,OSCC,4,2,10,0,10
Crew 2,OSCC,4,3,10,0,10
Crew 2,OSCC,4,4,10,0,10
Crew 2,OSCC,4,5,10,0,10
Crew 2,OSCC,5,1,10,0,10
Crew 2,OSCC,5,2,10,0,10
Crew 2,OSCC,5,3,10,0,10
Crew 2,OSCC,5,4,10,0,10
Crew 2,OSCC,5,5,10,0,10
Crew 2,NRCC,1,1,1,0,1
Crew 2,NRCC,1,2,1,0,1
Crew 2,NRCC,1,3,1,0,1
Crew 2,NRCC,1,4,1,0,1
Crew 2,NRCC,1,5,1,0,1
Crew 2,NRCC,2,1,1,0,1
Crew 2,NRCC,2,2,1,0,1
Crew 2,NRCC,2,3,1,0,1
Crew 2,NRCC,2,4,1,0,1
Crew 2,NRCC,2,5,1,0,1
Crew 2,NRCC,3,1,1,0,1
Crew 2,NRCC,3,2,1,0,1
Crew 2,NRCC,3,3,1,0,1
Crew 2,NRCC,3,4,1,0,1
Crew 2,NRCC,3,5,1,0,1
Crew 2,NRCC,4,1,1,0,1
Crew 2,NRCC,4,2,1,0,1
Crew 2,NRCC,4,3,1,0,1
Crew 2,NRCC,4,4,1,0,1
Crew 2,NRCC,4,5,1,0,1
Crew 2,NRCC,5,1,1,0,1
Crew 2,NRCC,5,2,1,0,1
Crew 2,NRCC,5,3,1,0,1
Crew 2,NRCC,5,4,1,0,1
Crew 2,NRCC,5,5,1,0,1
Crew 2,GBCC,1,1,0,0,0
Crew 2,GBCC,1,2,0,0,0
Crew 2,GBCC,1,3,0,0,0
Crew 2,GBCC,1,4,0,0,0
Crew 2,GBCC,1,5,0,0,0
Crew 2,GBCC,2,1,0,0,0
Crew 2,GBCC,2,2,0,0,0
Crew 2,GBCC,2,3,0,0,0
Crew 2,GBCC,2,4,0,0,0
Crew 2,GBCC,2,5,0,0,0
Crew 2,GBCC,3,1,0,0,0
Crew 2,GBCC,3,2,0,0,0
Crew 2,GBCC,3,3,0,0,0
Crew 2,GBCC,3,4,0,0,0
Crew 2,GBCC,3,5,0,0,0
Crew 2,GBCC,4,1,0,0,0
Crew 2,GBCC,4,2,0,0,0
Crew 2,GBCC,4,3,0,0,0
Crew 2,GBCC,4,4,0,0,0
Crew 2,GBCC,4,5,0,0,0
Crew 2,GBCC,5,1,0,0,0
Crew 2,GBCC,5,2,0,0,0
Crew 2,GBCC,5,3,0,0,0
